,provincia,coste,duration,prec,tmed,velmedia,presmed,sol
278,SORIA,10095.0,1,25.0,18.1,2.8,896.5,9.8
279,ZARAGOZA,416.0,1,17.0,21.5,3.54,964.1624999999999,8.25
280,ALICANTE,524668.0,1,9.125,20.125,2.9,1016.8833333333333,2.6
281,BURGOS,750.0,1,0.7250000000000001,13.85,3.6,927.3375000000001,5.074999999999999
282,CORDOBA,11142.0,1,1.175,22.225,2.075,966.2166666666667,10.3
283,JAEN,13147.0,1,1.025,24.16,1.7333333333333332,949.62,6.133333333333333
284,LA RIOJA,8549.0,1,0.4,15.4,2.5,981.15,0.2
285,ALBACETE,6504.0,1,0.0,21.525,1.95,938.6625,11.4
286,CIUDAD REAL,521008.0,1,7.425,19.5375,1.4125,944.7916666666667,5.916666666666667
287,CORDOBA,123703.0,1,12.175,20.85,3.125,967.4833333333333,5.6
288,GUADALAJARA,3363.0,1,7.6,16.8,1.3666666666666665,920.0,1.0333333333333332
289,JAEN,31065.0,1,11.675,19.82,2.1333333333333333,951.4000000000001,1.5333333333333332
290,MURCIA,127653.0,1,5.345,20.761111111111116,2.396527777777778,993.0291666666667,7.764285714285714
291,SEVILLA,121068.0,1,6.5600000000000005,22.725,2.78,993.2,7.9
292,TOLEDO,925.0,1,6.5,19.025,2.925,947.8833333333334,0.05
293,VALENCIA,1329.0,1,6.528571428571428,19.557142857142857,2.8200000000000003,987.2666666666667,0.95
294,TARRAGONA,135.0,1,0.0,21.950000000000003,2.8666666666666667,1012.25,13.8
295,ZARAGOZA,1122.0,1,0.0,20.26,3.56,966.125,13.7
296,CIUDAD REAL,5204.0,1,0.0,26.42,2.08,942.8666666666668,11.466666666666669
297,CUENCA,647.0,1,0.0,24.325,1.95,922.3875,9.4
298,TERUEL,2824.0,1,0.0,23.2,1.65,934.3000000000001,12.833333333333334
299,BADAJOZ,196678.0,1,5.4,25.975,2.825,970.065,11.23
300,BURGOS,4504.0,1,4.2,19.125,3.75,924.875,10.725
301,CUENCA,52192.0,1,8.033333333333333,23.6,4.05,920.6875,9.2
302,GUADALAJARA,10527.0,1,13.1,22.1,2.35,917.4,7.45
303,HUESCA,2903.0,1,4.15,20.225,1.75,922.4166666666666,6.7
304,LA RIOJA,465.0,1,0.0,23.6,3.6,976.4000000000001,12.2
305,LEON,8117.0,1,4.275,19.2,2.6,906.7625,12.8
306,MADRID,87234.0,1,3.1818181818181817,23.463636363636365,3.46,912.415,8.316666666666668
307,OURENSE,1396.0,1,0.425,21.65,1.8,960.2,10.7
308,SALAMANCA,1668.0,1,1.58,22.14,3.7,905.4300000000001,7.375
309,SEGOVIA,10270.0,1,6.4,19.5,3.05,864.475,5.2
310,SORIA,24104.0,1,0.8,19.5,3.6,897.95,9.4
311,VALLADOLID,21288.0,1,0.0,22.45,3.75,927.0999999999999,7.949999999999999
312,ZARAGOZA,194623.0,1,13.86,22.6,3.38,964.675,8.633333333333333
313,A CORUNA,20559.0,1,2.0,21.5875,2.7,999.94,8.6
314,CUENCA,1025.0,1,0.0999999999999999,22.5,4.733333333333333,923.0999999999999,9.5
315,LA RIOJA,2044.0,1,0.0,22.9,5.0,978.5,14.4
316,MADRID,13158.0,1,0.0909090909090909,21.80909090909091,4.39,914.825,12.483333333333334
317,OURENSE,6589.0,1,8.375,21.675,1.825,962.05,9.4
318,SEVILLA,1537.0,1,1.22,24.4,2.56,988.49,12.2
319,VALLADOLID,3348.0,1,0.2,22.3,3.45,929.5,12.05
